id,long,lat
1,-46.63204506598758,-23.544100285078514
2,-46.63278705891655,-23.54825092245447
3,-46.633212870417346,-23.5484252630258
4,-46.607260902693255,-23.59771360353663
5,-46.66394403386473,-23.556775238087518
6,-46.57465691406712,-23.597089726460435
7,-46.623755400418595,-23.563665183792736
8,-46.62310389285146,-23.575109162347008
9,-46.623487327836315,-23.5767839706719
10,-46.62348566249278,-23.57531055671406
11,-46.62370557530961,-23.568939063552644
12,-46.63243915861728,-23.56329948223728
13,-46.63224732490979,-23.55165315487958
14,-46.62965873647598,-23.550076749186037
15,-46.632282616135505,-23.54335418432794
16,-46.63212091504849,-23.555500310051162
17,-46.63183420614174,-23.547388276814022
18,-46.63330499062658,-23.555375611637736
19,-46.631529059256046,-23.558048275613665
20,-46.63112469929239,-23.549231200500245
21,-46.60716603678008,-23.57694569960521
22,-46.60695599113474,-23.593275194626322
23,-46.605999479730414,-23.578562249377747
24,-46.66081961309524,-23.543858898415156
25,-46.66237653147325,-23.542025545513383
26,-46.653870661948346,-23.559070665788283
27,-46.662896807511885,-23.56868708168386
28,-46.65519067045003,-23.570747241019696
29,-46.66358719663725,-23.563309927043548
30,-46.65917765936243,-23.560949691548544
31,-46.65154027113217,-23.54384820456586
32,-46.66244939255966,-23.57573825693986
33,-46.575523772191225,-23.600195950851205
34,-46.57672844583246,-23.589661760075384
35,-46.57561590735325,-23.586971387753046
36,-46.57393744290936,-23.58727158250072
37,-46.60610086802045,-23.57720532302528
38,-46.63124823682392,-23.56016488313874
39,-46.62769723617206,-23.56608663248641
40,-46.6218492913701,-23.558196317318806
41,-46.64566299722687,-23.575833988086977
43,-46.546802385297696,-23.519615362113296
44,-46.509780744542894,-23.5907206849543
45,-46.50833593579648,-23.58587514479873
46,-46.50692290576167,-23.588070784824634
47,-46.63082986231608,-23.544481887330257
48,-46.63892943327116,-23.55433398847958
49,-46.63505657622565,-23.560195751361746
50,-46.633956740358215,-23.55718720204781
51,-46.60564004216677,-23.597199657613476
52,-46.64696955237228,-23.55192368660048
53,-46.6708859591847,-23.533797808865135
54,-46.635797021020224,-23.56978012358137
55,-46.6380321341463,-23.570351154027566
56,-46.63808732219854,-23.567823395832285
57,-46.6254786843515,-23.541515584606334
60,-46.627239851932785,-23.58773119642158
61,-46.604783347704625,-23.59929855307698
62,-46.57731154857277,-23.59692769026493
63,-46.56746305014882,-23.603242555557262
64,-46.626768297308026,-23.56433580229735
65,-46.62354012774289,-23.551265080937345
66,-46.62382907210533,-23.56211101664882
67,-46.627509874234214,-23.58362341374835
68,-46.622393944456846,-23.578092578846274
69,-46.63137508390106,-23.573573513771105
70,-46.620850417259796,-23.569390513916346
71,-46.62197805185765,-23.569515221091425
72,-46.624691975692876,-23.54106665646135
73,-46.62505964592235,-23.547900129127083
74,-46.62907569376767,-23.55056066904898
77,-46.62155620637899,-23.54369693233964
78,-46.6032556584308,-23.58438222218658
79,-46.60988779449613,-23.598134203320235
80,-46.603139398753235,-23.585358252295055
81,-46.604202934082856,-23.585459101327746
82,-46.586967760698634,-23.59746746651532
83,-46.60383296591317,-23.589114380379414
84,-46.60454620434019,-23.580891339382713
85,-46.709001492254494,-23.484953701885697
86,-46.61502557544629,-23.587703227637313
87,-46.605633894391424,-23.583408097799353
88,-46.65932975454728,-23.565245671878778
89,-46.65878043096693,-23.56472299198062
90,-46.65891043274491,-23.56281988863449
92,-46.65942406259559,-23.551481974164023
93,-46.65743869823473,-23.567332678188748
94,-46.659477932744906,-23.574930582791463
95,-46.65759060324018,-23.554334495126355
96,-46.657229544154504,-23.55724587980346
97,-46.67099033694816,-23.54115353097135
99,-46.66724842862965,-23.56646729231794
100,-46.6785832304435,-23.560922167921856
101,-46.569966747111216,-23.59596752196165
102,-46.58669754772751,-23.589281848976892
103,-46.58009754606076,-23.597750190379077
104,-46.57115732422932,-23.59244275196856
105,-46.561029458333365,-23.60512829514054
106,-46.58450601050464,-23.587122711160195
107,-46.569018604448715,-23.60192219132376
108,-46.63351711346258,-23.56702634620338
109,-46.62010327226182,-23.567034344209663
110,-46.626417998133185,-23.56939138242375
111,-46.63691828701422,-23.547729808831647
112,-46.625869662990766,-23.547528830891665
113,-46.63129766101599,-23.550418217911126
114,-46.63618592941382,-23.546247418247216
115,-46.61969793532032,-23.58166946396028
116,-46.600698477569175,-23.595962078515665
117,-46.60832753095311,-23.607498028325303
118,-46.601957339814625,-23.595828117120558
119,-46.7001765576651,-23.644625658537137
120,-46.56410541279763,-23.601360034872744
121,-46.55841327261903,-23.601333348563273
122,-46.630636349684906,-23.588201515594964
124,-46.622620555828455,-23.539579837240932
126,-46.636888792593815,-23.566464531009974
127,-46.64294129651741,-23.555515844771136
128,-46.6221135650963,-23.551383060676226
129,-46.63431179997335,-23.547445984833207
131,-46.63469311468746,-23.549122007164
132,-46.622517975578084,-23.544512641723966
135,-46.60134908568896,-23.581673660820105
136,-46.601643793807845,-23.58083495038086
137,-46.60181381625402,-23.585261717296003
138,-46.65438640937888,-23.57142518845567
139,-46.62006344810823,-23.56317792845119
140,-46.61903969461605,-23.556541794560722
141,-46.61868789897796,-23.559830642361273
142,-46.630235724188,-23.587853470239587
143,-46.63119543682249,-23.57257739077886
144,-46.630056637872954,-23.570242225267283
145,-46.62186106445834,-23.542695318614907
146,-46.64312871499462,-23.563254974883943
148,-46.61892821206946,-23.537756872186637
149,-46.61354942144753,-23.60483954633245
150,-46.602255491841994,-23.57972223369201
151,-46.600231145793245,-23.58762754552607
152,-46.60206277989932,-23.584157563068658
153,-46.601473727639146,-23.587984216392964
154,-46.59997841973052,-23.593793157631943
155,-46.60913316505011,-23.601996512473402
158,-46.6498455955868,-23.565346190924963
159,-46.675059002976184,-23.548925953772248
160,-46.66592829607934,-23.53495661078324
161,-46.66119572564813,-23.565077173140427
162,-46.65654397433801,-23.566330888277022
163,-46.65515210151208,-23.547875223283185
164,-46.65545184030242,-23.54429100942877
165,-46.56716879369721,-23.595778828036135
166,-46.578489393171985,-23.586205154366493
167,-46.58254758499657,-23.590508438540848
168,-46.57902886549436,-23.59375370042716
169,-46.56683713690476,-23.60286208085488
170,-46.58798227784919,-23.588000371927436
171,-46.56456844816169,-23.600017474325153
172,-46.582714227008296,-23.581351240852793
173,-46.56579675919157,-23.59837179697877
174,-46.56724890267857,-23.60086030168823
175,-46.624931545833476,-23.5524966640203
176,-46.61636510549621,-23.580190535733205
177,-46.61717324490202,-23.54729887823939
179,-46.61396627037556,-23.540340041076384
180,-46.617483758443996,-23.54035675805509
183,-46.63513045560293,-23.55071356255469
184,-46.63377440512414,-23.545153972685878
185,-46.61426833554884,-23.54276195592717
186,-46.61513329671908,-23.540408185312657
187,-46.643262007452805,-23.55087337380052
188,-46.611245326483605,-23.583896706405476
189,-46.601710940094335,-23.602730367116678
190,-46.59515569395081,-23.593385048575882
191,-46.649074539041095,-23.564236817435408
192,-46.64678294453031,-23.553170795905753
194,-46.65215092963802,-23.553309029196896
195,-46.66521972558079,-23.534060181249345
196,-46.65146708531422,-23.548963903305317
197,-46.64652795342091,-23.545742667196212
198,-46.560983150818466,-23.6007257731912
199,-46.61401966063799,-23.549521915079
200,-46.63441761656562,-23.546979905398388
201,-46.61594155098312,-23.54372231777719
202,-46.61944660656033,-23.551055540562523
203,-46.681645352034266,-23.623972532434536
204,-46.641684866718975,-23.562230420485854
205,-46.61974165155528,-23.59244453879742
206,-46.64990928352878,-23.557771974406343
207,-46.64814971845881,-23.547057336696415
208,-46.63324008594031,-23.57155522406746
209,-46.628084359289524,-23.571318678546106
210,-46.63217720863131,-23.569484107166215
212,-46.63319264812902,-23.57455276740736
213,-46.634661140610724,-23.55091892541722
214,-46.63404155178992,-23.55249552167748
215,-46.614160305526,-23.54126443892508
216,-46.640519703759715,-23.55737969777223
217,-46.60807126420285,-23.59801539738359
218,-46.60782437356016,-23.58102834279378
219,-46.59881250549872,-23.590166774924736
221,-46.60030477125017,-23.59001455949293
222,-46.59561674763528,-23.596248541360094
223,-46.61792230414823,-23.58537486338943
224,-46.6181364570555,-23.587033709738467
225,-46.64826625575896,-23.565250189874515
226,-46.65242003504631,-23.5454586026164
227,-46.64842702971796,-23.55478859592573
228,-46.67397751547622,-23.540620596034252
229,-46.669195462936514,-23.533172470019906
230,-46.66504900416666,-23.538525177581835
231,-46.67370352559517,-23.545008523712777
232,-46.64907298890727,-23.545220767622865
233,-46.6467778752494,-23.544871820246904
234,-46.64883818403055,-23.545226283713816
235,-46.57715488634396,-23.581572504857473
236,-46.55945360580357,-23.60219721091441
237,-46.5623487327381,-23.60607743889055
238,-46.56184102965362,-23.599096409836235
239,-46.57815654359428,-23.58747828752474
240,-46.58129663420873,-23.587615007780485
241,-46.578229861292485,-23.584965643793243
242,-46.58547693181086,-23.589935146716268
243,-46.58514030720221,-23.581739416061183
245,-46.61377990628079,-23.538535786749485
247,-46.63962133337776,-23.55366458447339
248,-46.610799896175195,-23.588488460282377
249,-46.617528522160086,-23.593665745552748
250,-46.64539375352641,-23.559705907709933
251,-46.66013843387031,-23.532119988613374
252,-46.666969616886384,-23.536374868322554
253,-46.55586150714289,-23.605370866569125
255,-46.611267373007415,-23.54247608674678
256,-46.607219607430594,-23.542765699389253
257,-46.635335754677236,-23.555638122093118
258,-46.61134168193385,-23.54014662027548
260,-46.608451778924966,-23.588516130324535
261,-46.61605723680202,-23.584304914877215
262,-46.64502642387247,-23.549783990140746
263,-46.67291103686868,-23.53423529968369
264,-46.67178930000001,-23.532557699605775
265,-46.61045420910181,-23.574623537407362
266,-46.60941068578503,-23.566531147795647
267,-46.63923959987007,-23.571135239163514
268,-46.61574916804589,-23.531891777480887
269,-46.60630062609767,-23.543833102011757
270,-46.61284124297224,-23.53585066850679
271,-46.61162989175421,-23.53638495003231
272,-46.63210119646944,-23.55385452226215
273,-46.592891767892205,-23.599071811685267
274,-46.60746890693182,-23.58478740738195
275,-46.646909475578084,-23.561839059609767
276,-46.64734715915668,-23.558028249622385
277,-46.644825299832256,-23.545556590500286
278,-46.64546542887061,-23.54404158436602
279,-46.64537421133298,-23.54285356201793
280,-46.58477978333626,-23.579737487264833
281,-46.55291978864274,-23.60015163259325
282,-46.55289716562504,-23.60273926017073
283,-46.55412488601164,-23.60005244945577
284,-46.558915418675596,-23.607369162997685
285,-46.55889404434522,-23.605691678325076
286,-46.55127144345566,-23.599866649715576
287,-46.642410825847044,-23.59376881820818
288,-46.639748555203425,-23.601332671406194
289,-46.64296950004095,-23.595718606531104
290,-46.63956404750755,-23.57527706494258
291,-46.642269254686724,-23.5745026378574
292,-46.64135475716314,-23.589988151395865
293,-46.64098877782685,-23.58320979218594
294,-46.6429007474351,-23.60996052867994
295,-46.64312515098908,-23.581046232258945
296,-46.67171210675119,-23.62514978427441
297,-46.68016161477004,-23.62895370881741
298,-46.59917818429125,-23.622025381243223
300,-46.64223597684251,-23.592049034910932
301,-46.642469777748914,-23.594709029359684
302,-46.63973016045821,-23.593408068973165
303,-46.64006775177849,-23.59957315890002
304,-46.641925713880305,-23.592057491675796
305,-46.63792458760988,-23.57660738427161
306,-46.64117542035723,-23.57744790760015
307,-46.66977845639741,-23.628056976815646
308,-46.668963284694335,-23.6394666133943
309,-46.644144188127,-23.613993918365644
310,-46.602252925398005,-23.65405865868442
311,-46.645511401193986,-23.663649109413956
312,-46.649065154764216,-23.657646118654398
313,-46.656208799550555,-23.665519092162445
314,-46.64675864602742,-23.69892657136811
315,-46.63937416304691,-23.580660927305374
316,-46.63692755266804,-23.60163134440148
318,-46.63674554922651,-23.605176318131036
319,-46.637143309101745,-23.603942019578273
320,-46.63519938316975,-23.581001113478212
321,-46.6377947700245,-23.580004494006683
322,-46.63876576190517,-23.625367463051138
324,-46.64629130747765,-23.58072713634395
325,-46.67312758284971,-23.61707134025876
326,-46.65268569198114,-23.607242034628413
327,-46.67248051081958,-23.614854196509214
328,-46.66956514524976,-23.626067533043773
329,-46.6630064727495,-23.609532652380885
330,-46.65080877946882,-23.611763792318982
331,-46.66569155555982,-23.609910903363232
332,-46.64530259285267,-23.619940166270446
333,-46.61418076562503,-23.625625879664785
334,-46.60636579340162,-23.652224229996897
335,-46.633468536704015,-23.684323630411626
336,-46.64696484792589,-23.573843469515936
337,-46.66649444895289,-23.64195727433417
338,-46.59680273659126,-23.63937595088597
339,-46.598287456879746,-23.612215708908124
341,-46.646293669719505,-23.631835861097457
342,-46.65452772158841,-23.65024063267302
344,-46.63572209120889,-23.61504613070966
345,-46.64202360745168,-23.593026068152984
347,-46.63973859690448,-23.600401970772364
349,-46.65106291574153,-23.571507556235986
350,-46.65070854459844,-23.57990884332098
351,-46.677502324543035,-23.62018761676268
352,-46.664560109581366,-23.611156250960907
353,-46.676507026297166,-23.63190928300664
355,-46.65775350570865,-23.61512509298912
356,-46.59906766758358,-23.62445250757083
357,-46.597576332894874,-23.616582533143845
358,-46.60539205892851,-23.609915921777226
359,-46.61777695899894,-23.630504685948175
360,-46.64344160390338,-23.640936978531823
361,-46.64741263805763,-23.630854149547122
362,-46.64155642929231,-23.64305040538024
363,-46.64349200554785,-23.660710753910262
364,-46.65486764535679,-23.65879593975073
365,-46.642535741916284,-23.705267667334855
366,-46.667358472995296,-23.67590351739582
367,-46.665444633122064,-23.67995667446386
368,-46.64511596240921,-23.590609328302556
369,-46.62997150163469,-23.622109298712385
370,-46.650236494849544,-23.59497851437622
371,-46.646260140561104,-23.585627845684307
372,-46.63418904650191,-23.618717174608335
373,-46.63494914947097,-23.603891975047343
374,-46.634815856081204,-23.601653479954177
375,-46.63225555535683,-23.61172943041072
376,-46.645342295948325,-23.599349243275288
377,-46.631458163976276,-23.58504497618469
379,-46.630585580056206,-23.619823162401808
380,-46.63941155926271,-23.566516014137886
381,-46.64011237453179,-23.56878001559264
382,-46.65827142723876,-23.618496670662505
383,-46.660347291031215,-23.6046790479748
384,-46.65015129405121,-23.62246389871238
385,-46.6650216761645,-23.617185805722034
386,-46.645624954852615,-23.626452918683327
387,-46.66615943312205,-23.628493612473072
388,-46.67899281633256,-23.626149620565666
389,-46.66197232589133,-23.610017556977816
391,-46.65407050193613,-23.60122719641127
392,-46.59690313758109,-23.648768599499473
393,-46.6408642099941,-23.651668005647903
394,-46.630579610631386,-23.59723073123958
395,-46.59346240073536,-23.6455135816565
396,-46.63796136685493,-23.632836300937555
397,-46.63399810854701,-23.58034816798125
398,-46.63041439436959,-23.60424853011549
399,-46.64946020920562,-23.569187485092932
400,-46.66475971898584,-23.621850917396497
401,-46.66478882545261,-23.62255749424069
402,-46.66307229232197,-23.60629950825092
403,-46.68460485071674,-23.630053944597456
404,-46.605365771514634,-23.618020673998085
405,-46.59641850347813,-23.618953594122374
406,-46.59618477513246,-23.614926036605265
407,-46.63891605275298,-23.65242974275856
408,-46.638798040304586,-23.654844054042808
409,-46.63979455937811,-23.63133980516948
410,-46.657194656770066,-23.64698116299497
411,-46.66193439634433,-23.674577216128142
412,-46.622044437773624,-23.603075048599027
413,-46.622864284577474,-23.60025685833411
414,-46.64448517328339,-23.601306652592196
415,-46.626924840537896,-23.62228708777904
416,-46.63826624010745,-23.597039873738435
417,-46.643875523969015,-23.58451696642736
418,-46.62903071400511,-23.608123078489342
419,-46.62816765346443,-23.592790769699985
420,-46.64489613960912,-23.573202530490075
421,-46.623502185420584,-23.58531085582844
422,-46.64962584293083,-23.600310241946424
423,-46.623034073512144,-23.607828069620865
424,-46.625282610181316,-23.62768974525693
425,-46.62310631912181,-23.603605560990054
426,-46.62388037023879,-23.6022922117345
427,-46.65710915191951,-23.60322292219303
428,-46.674734349696585,-23.619975482081824
429,-46.681540439275764,-23.625831723642676
430,-46.672482254716996,-23.63507398371414
432,-46.65582702595975,-23.619436680599325
433,-46.654575141965076,-23.609299107566137
434,-46.65664518571733,-23.608725171035466
435,-46.6635460965335,-23.64583140768993
436,-46.66448714981931,-23.65103060205943
437,-46.59083354603078,-23.64549982597932
438,-46.60771243927538,-23.650195130532264
439,-46.6072162673501,-23.627152964331568
440,-46.63623713763795,-23.64505645683902
441,-46.6367595025815,-23.70209371143129
442,-46.66141084248232,-23.678572060733053
443,-46.63544613696073,-23.656019423220336
444,-46.660621840251665,-23.66007611294874
445,-46.621851803692515,-23.600906757233147
446,-46.628401486606926,-23.606593221628778
447,-46.62569806235168,-23.613403131301624
448,-46.628295833928185,-23.605669159760353
449,-46.644958412972464,-23.592771120970212
450,-46.64784319952321,-23.582897391001932
451,-46.64449117918786,-23.57946922176527
452,-46.62569026810204,-23.604577918131373
453,-46.67180337556173,-23.619558847642786
454,-46.669169349646225,-23.622438965848733
455,-46.65618915461306,-23.60667209380055
456,-46.64758152223221,-23.613728422482335
457,-46.60705274255903,-23.62444421121186
458,-46.606520603768715,-23.631641366049923
459,-46.6402749949143,-23.649386419947106
460,-46.66139005400692,-23.650770921914688
461,-46.66093286313215,-23.652877264462745
462,-46.635361831294226,-23.669389642572785
463,-46.65035818709463,-23.659472840708226
464,-46.65597703214233,-23.673868110691533
465,-46.65153058101416,-23.663814594046915
466,-46.634255583185066,-23.640738156747062
467,-46.635295243088414,-23.637675946156705
468,-46.619347154944066,-23.62596288644888
469,-46.617592364286004,-23.62461643784688
470,-46.61760085029765,-23.618987390825332
471,-46.618909338093786,-23.608379012700922
472,-46.62001631577153,-23.61308998755071
473,-46.643084559526535,-23.579997711835993
474,-46.619167728273695,-23.616207336657755
475,-46.62044918214167,-23.614539090973874
476,-46.648296499106415,-23.624082738295
477,-46.655433651346996,-23.602596002407964
478,-46.65447851616764,-23.62155428931188
479,-46.61544509113198,-23.657441743400923
480,-46.58619573337808,-23.617974232601927
481,-46.6106614170637,-23.627629462613143
482,-46.60613331101197,-23.61971180481368
483,-46.655644003610035,-23.65246849705929
484,-46.63192304263795,-23.640293349591424
485,-46.61941306239318,-23.598357075673306
486,-46.62120401118378,-23.59853309918365
487,-46.64351908140332,-23.590549377321487
488,-46.617582523808444,-23.60705329350356
489,-46.61988541756002,-23.616325831301577
490,-46.64639206181553,-23.574790593889084
491,-46.65246724050749,-23.570916612220287
492,-46.64441575342386,-23.606696810691044
493,-46.64741987098254,-23.605599159426927
494,-46.61706167738078,-23.614210455111383
495,-46.58587602471323,-23.634550356949628
496,-46.65513126147,-23.64791435394909
497,-46.62721724851314,-23.634907530854555
498,-46.62739428013555,-23.63131360565656
500,-46.645617386637014,-23.53415163311145
501,-46.64267039851568,-23.53227602091094
502,-46.64747863292649,-23.531144010972604
504,-46.62580489027178,-23.526058417660206
505,-46.64373888279721,-23.540649313090174
506,-46.63488083706149,-23.539359045182845
507,-46.62111645403988,-23.531453310457046
508,-46.64520164900098,-23.54072816757942
509,-46.65018008282882,-23.5398302171343
510,-46.644069303617776,-23.543599758369936
511,-46.63822416462885,-23.544800233576748
512,-46.62425533575804,-23.5309444576556
513,-46.60653704478807,-23.50001471890008
514,-46.603644735554276,-23.500945747789242
515,-46.602376081946176,-23.50136510332634
516,-46.60887891547626,-23.503437531748972
517,-46.594451188826845,-23.486650679459284
519,-46.586992304886124,-23.47998117728569
520,-46.59395508959316,-23.47518873090073
521,-46.65945463049288,-23.535275849045373
522,-46.64530286317487,-23.535772218037785
523,-46.65162879955127,-23.536216070008848
524,-46.64993584014164,-23.533013233568926
525,-46.64642870356137,-23.539128883673175
526,-46.63161078521707,-23.526903370256353
527,-46.63786501315275,-23.54248353468627
528,-46.63846563877906,-23.54269786324625
529,-46.620293719087506,-23.52324425838311
530,-46.65790929853014,-23.539113127472415
531,-46.6043938126581,-23.503259385385526
532,-46.61787150509515,-23.49271023339152
533,-46.616339632557676,-23.495673539634552
534,-46.62712080000001,-23.50837099960608
535,-46.56576165393924,-23.51977865617134
536,-46.57562657131694,-23.511321616998163
537,-46.57115657562318,-23.501435983335906
538,-46.56963789142099,-23.475682471334096
539,-46.57709170276018,-23.490711719561347
540,-46.580265846612654,-23.482388560319965
541,-46.57799327146596,-23.486400547760105
542,-46.57670461227152,-23.487894317995202
543,-46.60479491469107,-23.50642591854258
544,-46.5683593579128,-23.519106773800946
545,-46.57300322784095,-23.48388156132764
546,-46.56431525718065,-23.477392019045254
547,-46.60139662637682,-23.507288494120644
548,-46.59082321224565,-23.503305811318356
549,-46.598249474243055,-23.46256659046952
550,-46.604481324293154,-23.47695794923446
551,-46.600234599162974,-23.472965788510916
552,-46.64653142123901,-23.528970873443516
553,-46.6489580932735,-23.534183060144233
554,-46.64842868251066,-23.53384049355198
555,-46.64546061393904,-23.53197484878244
556,-46.641905297912,-23.529767826908977
557,-46.644668177998156,-23.538318886943426
558,-46.611523151651646,-23.526914542312177
559,-46.655023978957416,-23.534649784262115
560,-46.653077364634704,-23.535877660724964
561,-46.62382457931222,-23.532185262347546
562,-46.65104569274216,-23.475407803526362
563,-46.62139818485869,-23.504370342723796
564,-46.64827516118308,-23.493195120205346
565,-46.599818259714034,-23.485458730193052
566,-46.58684955152543,-23.501981276698622
567,-46.582820061217774,-23.502276111272117
568,-46.58897583206817,-23.484094643916205
569,-46.58244321471353,-23.5147212802235
570,-46.57018433522065,-23.474684769994973
571,-46.57968075147405,-23.483464115010296
572,-46.57723406422786,-23.469103231634577
573,-46.56943143248821,-23.48524686838585
574,-46.58161033916569,-23.486712765216616
575,-46.587262503095516,-23.49165058856561
576,-46.622012491071445,-23.482427591793872
577,-46.60464229216492,-23.482307877915904
578,-46.607542634717944,-23.473348012164994
579,-46.607516856400224,-23.487455037218222
580,-46.58561227566667,-23.470752059350367
581,-46.59064322320165,-23.470182491587703
582,-46.60960416577087,-23.48971256740663
583,-46.579867842479345,-23.46865906266582
584,-46.61832990360849,-23.47260982769402
585,-46.60567475169265,-23.467452801057263
586,-46.64477673327782,-23.524596092412885
587,-46.639758632586194,-23.53972008537898
588,-46.64283764795693,-23.52365538466029
589,-46.6191558444081,-23.538027855325474
590,-46.65516264350615,-23.539942550907174
591,-46.6417428713281,-23.4918833892324
592,-46.640815554460175,-23.491204680581532
593,-46.59345606828309,-23.48462163479997
594,-46.64313209536256,-23.495970588771204
595,-46.63634350372583,-23.50043809983997
596,-46.59194617299528,-23.485464729706617
597,-46.57435870418044,-23.470677335541133
598,-46.56288561652418,-23.482300757418916
599,-46.60455523633936,-23.48123335972058
600,-46.65796357652483,-23.529806984250207
601,-46.65673227004216,-23.53121087566477
602,-46.655902244906535,-23.531947462759945
603,-46.654460963644844,-23.53317691891071
604,-46.63480809326565,-23.53841880453974
605,-46.65887448831998,-23.53045985067317
606,-46.652809087490304,-23.529489832563357
607,-46.62193473430321,-23.530490544327495
608,-46.62239229195594,-23.528247189096867
609,-46.65303326075461,-23.54003361786113
610,-46.65290568092516,-23.528419442875503
611,-46.63951637499546,-23.530437495991187
612,-46.62096345578934,-23.527548643777386
613,-46.62760593217426,-23.496819095662765
614,-46.580160044959,-23.51117260468432
615,-46.585704181648,-23.49384451001311
616,-46.591103174984895,-23.512704581059534
617,-46.59441569499624,-23.513811280828477
618,-46.58721253949172,-23.5189825672885
619,-46.586533320106135,-23.485262415644115
620,-46.600812604762005,-23.47157834603516
621,-46.6086378757069,-23.464291486325383
622,-46.62180442710929,-23.529314498831493
623,-46.620617347031676,-23.529813458894047
624,-46.65418527412835,-23.518989044003018
625,-46.65439459624029,-23.52064414072294
626,-46.65395893337775,-23.5267061184777
627,-46.627327076292545,-23.535625200155874
628,-46.6400464722152,-23.52659115251557
629,-46.66013491821294,-23.525982119832264
630,-46.61875915664449,-23.527463001443927
631,-46.65940735523227,-23.52454041720502
632,-46.58521819560086,-23.51473418439015
633,-46.58207247915747,-23.516828626614796
634,-46.596636272361046,-23.502981102579543
635,-46.59980053744841,-23.498978919786033
636,-46.592478334389746,-23.478520000166604
637,-46.600558378413346,-23.467100578252445
638,-46.63517930921941,-23.52960299039972
639,-46.622161862975794,-23.527447645054934
640,-46.63081786871391,-23.53907275671453
641,-46.64009837175592,-23.545237169393946
642,-46.60594098506324,-23.46905815917683
643,-46.60960946752846,-23.498403231054724
644,-46.60483362380654,-23.498923286264084
645,-46.58913775292762,-23.51744098665112
646,-46.64409513406938,-23.543248889381722
647,-46.628727314360574,-23.53651141694068
648,-46.62581487165638,-23.491896309037337
649,-46.590605843065404,-23.510770841601055
650,-46.5859278597378,-23.51388785253569
651,-46.59112358091441,-23.51975028795322
652,-46.56306188949535,-23.517795056627975
653,-46.644395814792354,-23.525777636590096
654,-46.65541970989892,-23.530183364865014
655,-46.65241635504413,-23.533412772346306
656,-46.64642921605913,-23.543941142386615
657,-46.65169673695758,-23.527772351455713
658,-46.65147005195647,-23.526913151455727
659,-46.64242517554982,-23.49811615253739
660,-46.600311992243164,-23.48777498487422
661,-46.63954759549489,-23.502509014015946
662,-46.58895331209287,-23.51038074053067
663,-46.58455680492335,-23.489499882448307
664,-46.6135860183408,-23.477062967779823
665,-46.577733204426686,-23.461065830027767
666,-46.59807581080277,-23.45656730441443
667,-46.60753036431048,-23.49848138218561
668,-46.61078147418154,-23.503935828251958
669,-46.61996388984389,-23.49917072510232
670,-46.58027391883643,-23.505408497359976
671,-46.57628960411929,-23.481257279003184
672,-46.58517523816899,-23.520025246315118
673,-46.61975488688829,-23.530018786660957
674,-46.6172398077475,-23.52927609622434
675,-46.60561517201417,-23.49195385986471
676,-46.6453869344318,-23.49123370876406
677,-46.63053436336895,-23.502567308396234
678,-46.635819651569435,-23.50322732026291
679,-46.57785277185651,-23.512061160497012
680,-46.569211212269344,-23.48130493440591
681,-46.58136767728478,-23.461727806357857
682,-46.638165321866744,-23.53615952835412
683,-46.645824493412135,-23.52075217728578
684,-46.6512441905826,-23.539095310368534
685,-46.651856734069376,-23.53418132692648
686,-46.661870591031345,-23.535558634583673
687,-46.62844105702776,-23.523328879141808
688,-46.644646259781624,-23.535409436694216
689,-46.64600498753962,-23.53630043890354
690,-46.64989764798146,-23.538214414404145
691,-46.6508103026909,-23.541765983910498
692,-46.64455786406614,-23.52298930555161
693,-46.62762850123843,-23.533870790032054
694,-46.61765882506847,-23.535579313272805
695,-46.608604357240836,-23.52415454199143
696,-46.63842551097935,-23.525881314418204
697,-46.64276156636162,-23.528189184374614
698,-46.661350694010025,-23.53217250714249
699,-46.657003522746436,-23.527659971927637
700,-46.63850206091644,-23.529805117985145
701,-46.63452532600489,-23.525692355102198
702,-46.61744709479077,-23.53402970947409
703,-46.629932533292155,-23.536878827421248
704,-46.61479758564984,-23.53407708358439
705,-46.617851563460476,-23.538060783611716
706,-46.6220777881267,-23.537907902298965
707,-46.638686812879186,-23.52730356815459
708,-46.637800572443226,-23.50048173324514
709,-46.62111901440669,-23.501989163659385
710,-46.63548216129413,-23.487803038288718
711,-46.631464065987075,-23.49835018933653
712,-46.61851839523811,-23.50121700187564
713,-46.586060275967085,-23.505720182232615
714,-46.57679769555449,-23.520071469434704
715,-46.585974472751445,-23.481689019323486
716,-46.567404341875005,-23.476256052737625
717,-46.586699271213945,-23.500643957673635
718,-46.57091919709514,-23.486366395350068
719,-46.56365201954323,-23.47451568278568
720,-46.59115161523174,-23.514529954828436
721,-46.58914324308168,-23.51550030779804
722,-46.59224883185438,-23.49791591184089
723,-46.59120482097967,-23.51814597394153
724,-46.59016963164308,-23.518535214441183